  48.75   0.00007465  3713.00000000    0.00517117  5562.00000000   -0.00434160  4903.00000000  -0.00218599 388677.04017908
  51.25  -0.01038913  3538.00000000    0.00427790  5640.00000000   -0.00905777  4864.00000000  -0.00171497 418775.39574044
  53.75   0.00900803  3512.00000000   -0.00944783  5693.00000000    0.00277954  4907.00000000   0.00077303 449244.77836069
  56.25  -0.00376106  3430.00000000   -0.02316208  5670.00000000   -0.00328236  4818.00000000   0.00158626 480035.23556587
  58.75  -0.01970422  3260.00000000   -0.00524222  5724.00000000    0.00395530  4653.00000000  -0.00147408 510688.51251524
  61.25   0.00871466  3293.00000000    0.01225951  5697.00000000   -0.00148475  4734.00000000   0.00113686 539004.32236938
  63.75   0.02482081  3222.00000000    0.00036837  5636.00000000   -0.00268327  4594.00000000  -0.00203074 569751.57194222
  66.25  -0.01039838  3079.00000000   -0.00110654  5579.00000000    0.02261381  4631.00000000   0.00214844 599180.82223352
  68.75  -0.01363285  2959.00000000    0.00409099  5664.00000000   -0.01396710  4440.00000000  -0.00278189 628765.87597315
  71.25  -0.03085692  2941.00000000    0.01463965  5749.00000000    0.00579539  4596.00000000  -0.00081338 658882.19836017
  73.75  -0.03891491  2888.00000000    0.02883697  5598.00000000   -0.00568830  4433.00000000  -0.00060878 686393.90180059
  76.25  -0.00879432  2877.00000000   -0.00415822  5716.00000000    0.01520683  4349.00000000  -0.00187461 715218.68732842
  78.75  -0.00847914  2710.00000000    0.00385707  5633.00000000    0.01297397  4420.00000000  -0.00000653 744097.76971549
  81.25  -0.01935717  2756.00000000    0.00364318  5597.00000000    0.01390952  4341.00000000   0.00195737 772804.22026859
  83.75  -0.00045442  2763.00000000    0.01738015  5685.00000000   -0.00734137  4264.00000000  -0.00084899 800955.73823840
  86.25  -0.01290047  2628.00000000    0.00924929  5527.00000000    0.01609733  4206.00000000  -0.00054510 827476.72093080
  88.75  -0.01670524  2564.00000000   -0.00087819  5663.00000000   -0.01119914  4113.00000000   0.00137632 855067.87695841
  91.25  -0.00755242  2510.00000000    0.00283575  5700.00000000    0.00045443  4141.00000000  -0.00092940 881041.15512082
  93.75   0.00907228  2451.00000000    0.00064446  5678.00000000   -0.00136650  4102.00000000  -0.00013417 908607.71518215
  96.25  -0.00789609  2453.00000000    0.00825213  5686.00000000    0.00366781  4047.00000000   0.00050386 933047.32800777
  98.75  -0.01936428  2379.00000000    0.01073678  5652.00000000   -0.00299804  4012.00000000  -0.00056379 957984.93068586
 101.25  -0.01033662  2303.00000000    0.00814987  5785.00000000    0.00131321  4058.00000000  -0.00045640 983295.21597022
 103.75  -0.01580754  2191.00000000    0.00104946  5717.00000000    0.00546349  3850.00000000   0.00101493 1009213.48832587
 106.25  -0.00390795  2229.00000000    0.00356092  5779.00000000    0.00930019  3874.00000000  -0.00097107 1031923.36256998
 108.75  -0.01826389  2198.00000000   -0.00924069  5686.00000000   -0.01371170  3863.00000000  -0.00207302 1054371.82130915
 111.25  -0.01115874  2154.00000000    0.00709407  5761.00000000    0.01024889  3783.00000000   0.00045440 1081254.69474340
 113.75   0.00037035  2059.00000000    0.00476000  5605.00000000    0.01211342  3801.00000000  -0.00013300 1104701.00712873
 116.25   0.01442672  1930.00000000    0.00843714  5595.00000000    0.02554690  3775.00000000   0.00212384 1126339.61163989
 118.75  -0.01681741  2070.00000000    0.01720937  5673.00000000    0.00234044  3628.00000000   0.00060818 1148446.55304858
 121.25  -0.02640220  1970.00000000    0.00773029  5714.00000000    0.00284598  3581.00000000  -0.00013565 1171864.53129837
 123.75   0.00035663  1889.00000000   -0.00350981  5726.00000000   -0.02413737  3527.00000000  -0.00019948 1193521.72701767
 126.25  -0.01034086  1847.00000000   -0.01143328  5590.00000000   -0.00451510  3549.00000000   0.00007788 1217964.14078730
 128.75  -0.04766324  1796.00000000   -0.00780726  5783.00000000    0.01359139  3558.00000000   0.00050573 1237446.96610335
 131.25  -0.01261924  1826.00000000   -0.00993544  5749.00000000   -0.00259346  3427.00000000   0.00198389 1259350.03739939
 133.75  -0.02600145  1760.00000000   -0.00947414  5755.00000000   -0.01953115  3494.00000000   0.00077159 1284269.96225189
 136.25  -0.00479948  1736.00000000    0.00704361  5659.00000000    0.00544392  3390.00000000  -0.00077133 1305042.88199381
 138.75   0.00458024  1786.00000000    0.00503811  5789.00000000   -0.02105250  3357.00000000   0.00143861 1325123.84665393
 141.25  -0.04444470  1674.00000000   -0.00789396  5816.00000000   -0.02812350  3259.00000000   0.00167114 1346744.60641215
 143.75   0.02224253  1656.00000000   -0.00849830  5736.00000000   -0.02738623  3300.00000000  -0.00027365 1364335.72574915
 146.25  -0.00139130  1625.00000000   -0.00125604  5866.00000000    0.02324188  3296.00000000  -0.00106919 1384285.81162581
 148.75   0.01171367  1523.00000000   -0.01249691  5695.00000000    0.00664017  3172.00000000  -0.00026367 1407245.14240002
 151.25  -0.02734932  1514.00000000   -0.00042757  5673.00000000   -0.01197431  3174.00000000  -0.00023206 1429876.86298242
 153.75  -0.02510358  1528.00000000    0.00929678  5742.00000000    0.00239594  3103.00000000   0.00005210 1447858.04225962
 156.25   0.04143668  1407.00000000    0.01003829  5827.00000000   -0.00593686  3058.00000000  -0.00108536 1466870.65310189
 158.75  -0.02493719  1436.00000000   -0.03680760  5670.00000000   -0.01411476  3052.00000000  -0.00058185 1487815.55978657
 161.25  -0.00313291  1379.00000000    0.00565268  5661.00000000   -0.01532546  3122.00000000   0.00062396 1509178.94829884
 163.75   0.02121535  1337.00000000   -0.00397921  5800.00000000    0.01946025  2990.00000000  -0.00077823 1530561.79650365
 166.25  -0.00526351  1396.00000000   -0.00236055  5686.00000000   -0.00153942  3007.00000000   0.00032040 1549213.39721435
 168.75  -0.00652046  1327.00000000    0.00559534  5715.00000000   -0.00740334  2864.00000000   0.00039715 1569952.91848171
 171.25   0.01096093  1347.00000000   -0.00389235  5890.00000000   -0.02119614  2855.00000000  -0.00049758 1589996.79691564
 173.75  -0.02233812  1282.00000000   -0.00570255  5801.00000000    0.00161829  2777.00000000   0.00047921 1609875.50730942
 176.25   0.00594490  1269.00000000    0.00173842  5714.00000000    0.00648661  2748.00000000  -0.00066294 1631060.63953469
 178.75  -0.00492950  1229.00000000   -0.01002133  5847.00000000   -0.00661366  2783.00000000   0.00055188 1651939.98553635
 181.25   0.00596558  1278.00000000    0.00637615  5875.00000000    0.01201610  2657.00000000   0.00003104 1672983.88123056
 183.75  -0.04695628  1175.00000000   -0.00282776  5869.00000000    0.00746081  2785.00000000  -0.00097126 1695151.12349492
 186.25  -0.00628516  1189.00000000   -0.01643165  5919.00000000   -0.01926305  2669.00000000  -0.00179204 1711436.25887734
 188.75  -0.02092099  1177.00000000   -0.00116981  5829.00000000   -0.02412270  2619.00000000  -0.00010921 1736109.73308057
 191.25   0.00950260  1133.00000000    0.00638638  5976.00000000    0.00708337  2549.00000000  -0.00036530 1756444.23972001
 193.75  -0.00180560  1148.00000000    0.00747656  6028.00000000   -0.01237733  2583.00000000   0.00120612 1780600.53619095
 196.25  -0.01055397  1127.00000000   -0.01286013  5839.00000000   -0.00588987  2480.00000000   0.00129843 1803325.77738195
 198.75  -0.00715207  1107.00000000   -0.00253537  6071.00000000   -0.01811950  2453.00000000   0.00062900 1825417.51395459
 201.25   0.03131835  1081.00000000    0.00265001  5895.00000000    0.01728394  2574.00000000   0.00018641 1852030.88611742
 203.75  -0.05827466  1030.00000000    0.00267107  5897.00000000   -0.00989792  2469.00000000  -0.00003482 1874671.94644331
 206.25  -0.01858728  1040.00000000    0.00449381  5659.00000000   -0.00824639  2392.00000000   0.00180523 1902752.81855909
 208.75  -0.01140310  1005.00000000   -0.01902358  5443.00000000   -0.01319601  2362.00000000   0.00028360 1928690.83226903
 211.25   0.02094961  976.00000000   -0.00630252  5220.00000000   -0.00104423  2312.00000000   0.00005881 1957009.52012565
 213.75   0.01226298  958.00000000   -0.00483876  5332.00000000    0.01663441  2343.00000000   0.00021086 1984363.82775901
 216.25  -0.01297656  1027.00000000    0.01412848  5141.00000000   -0.01934819  2279.00000000   0.00015720 2009636.61995205
 218.75   0.05044884  961.00000000    0.00235518  4924.00000000    0.02084133  2220.00000000   0.00058081 2035715.68987961
 221.25   0.04396296  985.00000000   -0.01649849  4867.00000000    0.00022029  2297.00000000  -0.00001602 2061876.69332012
 223.75  -0.05566719  1028.00000000   -0.00884449  4571.00000000   -0.03455326  2230.00000000  -0.00124557 2082958.72478468
 226.25  -0.00555705  1019.00000000    0.00248610  4690.00000000   -0.00918577  2253.00000000   0.00117753 2115934.57312330
 228.75   0.00018043  987.00000000   -0.00658962  4533.00000000    0.00918257  2164.00000000  -0.00019242 2138428.93724599
 231.25  -0.03980599  933.00000000    0.02068777  4195.00000000    0.01916546  2189.00000000   0.00023929 2163154.81997053
 233.75  -0.00434876  930.00000000   -0.00074861  4253.00000000   -0.02456821  2234.00000000  -0.00035307 2187195.19927608
 236.25   0.00339508  956.00000000   -0.00436031  4100.00000000   -0.00212041  2060.00000000   0.00002862 2210800.07970353
 238.75  -0.01237278  931.00000000   -0.00254464  4007.00000000   -0.03088429  2069.00000000  -0.00091857 2234415.96212950
 241.25   0.00693361  914.00000000    0.01548263  3895.00000000   -0.00409158  2172.00000000   0.00106066 2254341.41223137
 243.75  -0.00923623  914.00000000    0.00011384  3803.00000000    0.00038121  2111.00000000  -0.00131123 2274621.21997821
 246.25   0.01846560  920.00000000   -0.01103838  3654.00000000    0.01817970  1884.00000000   0.00011247 2296850.62427533
 248.75  -0.03903499  925.00000000    0.00126590  3633.00000000   -0.01071188  1970.00000000  -0.00037633 2320283.97891793
